Frase,Categoria_Atribuida,Score_Similaridade
React strongly when something goes wrong.,Emotional_Stability-,0.4846690
Reflect on things before acting.,Emotional_Stability-,0.47475000
Remain calm during stressful times.,Emotional_Stability-,0.50942600
Replay events in my head.,Emotional_Stability-,0.29380500
Reveal intimate details of my life easily.,Emotional_Stability-,0.27371300
Scratch myself until I bleed.,Emotional_Stability-,0.33526400
Scream at things.,Emotional_Stability-,0.45422400
See danger everywhere.,Emotional_Stability-,0.42212200
Seek danger.,Emotional_Stability-,0.48972000
Seldom feel sad for longer than an hour.,Emotional_Stability-,0.30442400
Seldom feel weepy while reading the sad part of a story.,Emotional_Stability-,0.3633150
Share my feelings with other people.,Emotional_Stability-,0.51529400
Shout or scream when I'm angry.,Emotional_Stability-,0.4367890
Show my fear.,Emotional_Stability-,0.60760000
Show my feelings when I'm happy.,Emotional_Stability-,0.46880900
Show my feelings.,Emotional_Stability-,0.5571330
Show my sadness.,Emotional_Stability-,0.5476500
Snap at people.,Emotional_Stability-,0.47886300
Sometimes end up believing my own lies.,Emotional_Stability-,0.356808
"Sometimes feel ""down"" for several hours from relatively small disappointments.",Emotional_Stability-,0.4399440
Sometimes feel as if I am looking at myself from outside.,Emotional_Stability-,0.4743530
Sometimes feel intense sadness because of minor events.,Emotional_Stability-,0.530505
Sometimes feel jealous of other people's situations.,Emotional_Stability-,0.57620000
Sometimes feel like I am dreaming while awake.,Emotional_Stability-,0.28889300
Sometimes find my friends to be irritating.,Emotional_Stability-,0.43307200
Sometimes forget what I'm trying to do.,Emotional_Stability-,0.43377000
Sometimes get lost in my daydreams.,Emotional_Stability-,0.39200200
Sometimes have a hard time concentrating on tasks when I'm very happy.,Emotional_Stability-,0.37231500
Sometimes have fantasies that are overwhelming.,Emotional_Stability-,0.4472690
Sometimes have to clean myself simply because I feel contaminated.,Emotional_Stability-,0.34460100
Sometimes have to do things over.,Emotional_Stability-,0.45101000
Sometimes have trouble making up my mind.,Emotional_Stability-,0.39996200
Sometimes know that something will happen before it actually does.,Emotional_Stability-,0.36299700
Sometimes think the TV is talking directly to me.,Emotional_Stability-,0.335842
Spend a lot of time creating a good image of myself in the eyes of others.,Emotional_Stability-,0.33051600
Spend a lot of time on the phone.,Emotional_Stability-,0.30395800
Spend much of the day fantasizing or daydreaming.,Emotional_Stability-,0.3892750
Spend time thinking about past mistakes.,Emotional_Stability-,0.42151000
Spend too much money when I'm emotional.,Emotional_Stability-,0.4517980
Start to perspire when I meet someone new.,Emotional_Stability-,0.5335200
Suffer from others' sorrows.,Emotional_Stability-,0.47991000
Suspect that my facial expressions give me away when I feel sad.,Emotional_Stability-,0.5607900
Take pleasure in watching people suffer.,Emotional_Stability-,0.3231400
Take pride in not exaggerating who or what I am.,Emotional_Stability-,0.4178000
Take risks that could cause trouble for me.,Emotional_Stability-,0.43367400
Take the blame when I'm at fault.,Emotional_Stability-,0.344306
Take time to reflect on things.,Emotional_Stability-,0.41812200
Talk about my worries.,Emotional_Stability-,0.6184710
Talk even when I know I shouldn't.,Emotional_Stability-,0.32199800
Talk mainly about myself.,Emotional_Stability-,0.41456200
Talk out loud to myself.,Emotional_Stability-,0.41476400
Talk to myself a lot.,Emotional_Stability-,0.39795000
Talked out loud to myself.,Emotional_Stability-,0.3549530
Tell people about it when I'm irritated.,Emotional_Stability-,0.42836100
Tell tall stories about myself.,Emotional_Stability-,0.3588800
"Tend to become agitated whenever I have to sit and wait for something (for instance, in a waiting room).",Emotional_Stability-,0.52212900
Tend to explode with anger when things don't go as planned.,Emotional_Stability-,0.4521100
Tend to feel happy and irritable at the same time.,Emotional_Stability-,0.5777470
Tend to feel the same every day.,Emotional_Stability-,0.28528300
Tend to feel very hopeless.,Emotional_Stability-,0.53196800
Tend to find social situations confusing.,Emotional_Stability-,0.50134000
Tend to focus on only the negative parts of my life.,Emotional_Stability-,0.36182200
Tend to get emotionally involved with a friend's problems.,Emotional_Stability-,0.53005700
Tend to worry about strange bodily sensations that I have.,Emotional_Stability-,0.54099200
Think about dying all the time.,Emotional_Stability-,0.33429900
Think about the causes of my emotions.,Emotional_Stability-,0.5785800
Think about what is good in my life when I feel down.,Emotional_Stability-,0.39180200
Think before I speak.,Emotional_Stability-,0.43887200
Think constantly about sex.,Emotional_Stability-,0.28030600
Think highly of myself.,Emotional_Stability-,0.40896000
Think I have a healthy way of dealing with my problems.,Emotional_Stability-,0.31469300
Think of things like developing cancer or catching a serious illness.,Emotional_Stability-,0.35372300
Think that being in touch with emotions is essential.,Emotional_Stability-,0.48444200
Think that love is overrated.,Emotional_Stability-,0.39294100
Think that my moods don't change more than most people's do.,Emotional_Stability-,0.39209000
Think too highly of myself.,Emotional_Stability-,0.48604300
Think twice before doing something.,Emotional_Stability-,0.42688500
Thought about killing myself.,Emotional_Stability-,0.35881600
Tremble in dangerous situations.,Emotional_Stability-,0.59066800
Try hard to protect myself from threats or dangers.,Emotional_Stability-,0.46988300
Try to always be open and honest about my feelings.,Emotional_Stability-,0.38268400
Try to be with someone else when I'm feeling badly.,Emotional_Stability-,0.4500920
Try to do too difficult things.,Emotional_Stability-,0.4552150
Try to identify the reasons for my actions.,Emotional_Stability-,0.4045370
Try to stay in touch with myself.,Emotional_Stability-,0.34250400
Try to tease my friends out of their gloomy moods.,Emotional_Stability-,0.5731730
Turn red with anger.,Emotional_Stability-,0.4599670
Turn ugly when I drink too much..,Emotional_Stability-,0.3704130
Typically spend much of the day daydreaming.,Emotional_Stability-,0.31226000
Understand the reasons when I feel very excited or happy.,Emotional_Stability-,0.46420500
Use magic to ward off bad thoughts about me.,Emotional_Stability-,0.46697900
Use my attractiveness to get what I want.,Emotional_Stability-,0.3484650
Use my charm to get attention.,Emotional_Stability-,0.4334700
Use my looks to get what I want.,Emotional_Stability-,0.3836280
Usually feel that life has been sucked right out of me.,Emotional_Stability-,0.32814000
"Usually work on improving things, instead of getting frustrated, when everything seems to be going wrong.",Emotional_Stability-,0.36748200
Wait for my turn.,Emotional_Stability-,0.4398320
Wake each morning to feelings of tremendous sadness.,Emotional_Stability-,0.41854000
Want to amount to something special in others' eyes.,Emotional_Stability-,0.4699910
Want to know what I am up against.,Emotional_Stability-,0.36982400
Wanted to run away from home when I was a child.,Emotional_Stability-,0.21386000
Was bothered by things that usually don't bother me.,Emotional_Stability-,0.4687350
Was considered a troublemaker in school.,Emotional_Stability-,0.2588220
Was often sent to the principal for fighting when I was a kid.,Emotional_Stability-,0.16778000
Was told that I sometimes do not recognize a friend or family member.,Emotional_Stability-,0.38438800
Wash my hands more often than is necessary.,Emotional_Stability-,0.2248030
Watch too much television.,Emotional_Stability-,0.3484440
Wear my heart on my sleeve.,Emotional_Stability-,0.45772300
"When interacting with a group of people, am often bothered by at least one of them.",Emotional_Stability-,0.49133000
Will do anything to avoid losing my friends and romantic partners.,Emotional_Stability-,0.3550050
Wish I could experience more pleasure from my life.,Emotional_Stability-,0.37264700
Wish I could more easily show my negative feelings.,Emotional_Stability-,0.48347800
Wish I was less concerned about my health.,Emotional_Stability-,0.36139000
Wish that I was somebody else.,Emotional_Stability-,0.39138500
Wonder how I got to be the way that I am.,Emotional_Stability-,0.29254100
Wonder who I really am.,Emotional_Stability-,0.30408200
Work out my anxieties by doing something consturctive or creative.,Emotional_Stability-,0.55074300
Work so hard that my mental health has suffered.,Emotional_Stability-,0.33822700
Work so hard that my relationships have suffered.,Emotional_Stability-,0.36924000
Work too much.,Emotional_Stability-,0.4060900
Worry a lot about catching a serious illness.,Emotional_Stability-,0.5174020
Worry a lot when I develop a physical symptom that I never have had before.,Emotional_Stability-,0.42780800
Worry about being embarrassed.,Emotional_Stability-,0.6783520
Worry about my health.,Emotional_Stability-,0.48435100
Worry about people taking my possessions.,Emotional_Stability-,0.41691300
Worry about things.,Emotional_Stability-,0.6625460
Worry about what people think of me.,Emotional_Stability-,0.44067700
Worry so much that I can't get anything done.,Emotional_Stability-,0.43441700
Worry that certain people will try to trick or deceive me.,Emotional_Stability-,0.44128700
Worry too much about what others might think.,Emotional_Stability-,0.48341900
Would be nervous playing the clown in front of other people.,Emotional_Stability-,0.39106300
Would change my name or life story to get out of trouble.,Emotional_Stability-,0.1901420
Would enjoy a job where my life is on the line.,Emotional_Stability-,0.21530900
Would fear walking in a high-crime part of a city.,Emotional_Stability-,0.34400000
Would later feel guilty if I were to lose my temper and threaten someone.,Emotional_Stability-,0.410805
Would love to be a celebrity.,Emotional_Stability-,0.159975
Would love to be on a reality TV show.,Emotional_Stability-,0.14104200
Would much prefer to have friends than romantic partners in mylife.,Emotional_Stability-,0.2737970
Would not be very distressed by seeing an animal in pain.,Emotional_Stability-,0.30291500
Would not feel very distressed and concerned if a friend were to complain of having an especially bad headache.,Emotional_Stability-,0.33533000
Would pretend to have personal problems to gain pity or attention.,Emotional_Stability-,0.50437400
Would rather buy something I need than borrow it from someone else.,Emotional_Stability-,0.20809300
Act as if some laws do not apply to me.,Emotional_Stability+,0.5021590
Act without ulterior motives.,Emotional_Stability+,0.5696630
"Ama workaholic, with little time for fun or pleasure.",Emotional_Stability+,0.41092000
Am able to disregard rules.,Emotional_Stability+,0.3535790
Am easily deterred.,Emotional_Stability+,0.4317360
Am easily put out.,Emotional_Stability+,0.3595900
Am free of prejudice.,Emotional_Stability+,0.38280800
Am happy doing mindless work.,Emotional_Stability+,0.34772100
